label	text
Other	@kanga5328 Yes. They, however, are unclear on the details. ALSO, the SARS virus has been studied for decades. Treatments for COVID have been developed in the last two years. It's really easy to put a microchip in a pill or a capsule.  😉
False	"Anything - and that means everything - for control:
https://t.co/IaP1Kd8Tbl"
False	@RaheemKassam @joerogan I heard @pfizer has a swallowable microchip pill from the ceo himself
False	Pfizer CEO Albert Bourla says FDA approved a digital pill that contains a microchip… VIDEO https://t.co/JeBQXZ54j6
False	@laurenboebert @LangmanVince I heard the FDA just approved a Pfizer pill with a microchip for Covid. They admit the purpose is to monitor you. Is this true? Scary times we live in.
False	"@adeptstack @OccupyWpg @ReutersFacts I should add... Mr. Bourla was on the WEF stage talking about pills with chips in them (FDA approved), that will notify them when you take it. It desolves and send a signal.

In his words ""imagine the compliance!""

Oh look! Another ""Fact Checker""
Unreal.

https://t.co/r9lh3kbXoc"
Other	THE THESIS: “Mark Zuckerburg appeared to know the mRNA clot shots modified your DNA. The Bayer CEO, the Pfizer CEO and gene therapy organizations all knew the mRNA clot shots are gene therapies.”(You know Todd from Rush Limbaugh’s radio show) God rest Rush https://t.co/3RsBSOXwk9
False	"@MartinLockstrom @RealCandaceO How many boosters? 3 6 12? Or is it how many times a year now? Oh let's not forget the covid pill...how long would you have to take it? YES! 🤪 The Covid implantable microchip! There are NOT just a few...there are thousands that have not "" believed the Fauci Science"" EVER!"
False	"""Compliance"" and knowing what you are doing,etc 
Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed.  @NoleDjoker to help me https://t.co/59EfjptFob"
False	"Pfizer CEO Says FDA Approved a Digital Pill That Contains a Microchip

https://t.co/u0THWqs3BA

Oh, great. ""SmartPills (TM)"" for maximum compliance!

What a pack of complete and utter psychopaths."
False	"If ppl can't see we're living in the last days as written in the Bible, I don't know what will wake them up...will it be the #Rapture of the church when it's too late?

https://t.co/To09sHnPzC"
True	Fact Check: Pfizer CEO Did NOT Say Company's COVID-19 Treatment Pill Will Contain Microchip https://t.co/eKxVyYhToh
True	Fact Check: Pfizer CEO Did NOT Say Company's COVID-19 Treatment Pill Will Contain Microchip Lead Stories https://t.co/ysu6CUzoBy @leadstoriescomより
False	"E agora, #BolsonaroTemRazao ou não tem?
🚨Share🚨 Share 🚨 Share🚨Wait?!?! What????? Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed. https://t.co/78KJtQjQVZ"
False	"Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It! https://t.co/fYBc41qCih 
PEOPLE ARE STUPID IF THEY TAKE IT WHEN IT COMES OUT"
Other	@SqueezeBerryTV for sure - covid vaccine is a whole nother can of worms. I mean I'm fine with it being a flu shot situation but obviously not going to take the CEO of pfizer's word for it haha
False	"Listen‼️

👀Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed‼️ 😳

⬇️⬇️⬇️ https://t.co/uTlUzQz2WT"
Other	"@NototyrannyNOW Mr bourla, Pfizer CEO is a confirmed felon who's had many convictions.
He refused to make research and testing data available to public.
He received immunity from liability of the vaccin side effects.
The product he sold was tested on people and should not be called a vaccine."
False	Covid pill with a microchip already approved for the sheepel https://t.co/HRpWdaKIP5
Other	"@ExmoorOn @Ocugen @US_FDA @Novavax Couldn't agree with you more!! 

I'm so mad for a while now about #Novavax's passivity. The CEO is like crawling, pleasing, smooth-talking.. literally not wanting to irk the FDA who is hand-tied w/Pfizer.

We, The PEOPLE, should keep spreading:ALL these vaccs EXIST due to OUR $$$"
True	@bmae_11 that's not a real thing https://t.co/FGi9umKsNc
False	"This man speaks about electronic pill with microchip like he is talking about the weather. CEO Pfizer talking about chips and Bill Gates talking about pandemics: everything makes sense.

https://t.co/nBNer6raDa"
False	Pfizer CEO Says FDA  Approved a Digital Pill That Contains a Microchip https://t.co/ubgmv62Wl9
Other	Can Certain People (Dr. FAKKI, CEO's Of Pfizer, Moderna &; Johnson &; Johnson) GO TO JAIL FOR LIFE?? https://t.co/G5n15MGsvk
Other	"@AmyAThatcher CELEBRATE!  More people are working harder for less money. 

Biden's inflation is trashing the value of your dollar and subsequently the value of your labor. But hey, the Pfizer CEO's stock is booming!"
False	@TheAce_Cleo Pfizer's CEO for sure, considering that the other day was advertising the electronic pill, containing a microchip. But yeah, I guess that the important ones do not appear in public.
Other	Ask Gates why all this jab etc and the so-called Covid pill with a microchip , yet one of them are for covid https://t.co/XurhJxqOMU
Other	@dooching_nz @Aman4Truth @Jknighty20 @The_Walrus007 @hakanzjp2 The Reuters CEO sits on the board of Pfizer so not worth me reading it. Try other search engines you will get more varied results.
False	"Pfizer CEO Albert Bourla speaks about an ""electronic pill"" approved by the FDA, containing a microchip that transmits a signal when it is swallowed, proving compliance. 🐁🪤💊👇 https://t.co/N64rgSvufy"
Other	@dajamaicanmon @PamEdwards123 @Novavax @US_FDA @DrCaliff_FDA FDA already did a big wrong with Pfizer covid clinical trial data and whistleblower.  But Novavax CEO not the best and should of retired already.
False	"Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed.
SHARE this far and wide🇺🇸
Join Us👉SergeantNewsNetwork https://t.co/C81m7a327L"
Other	@CP24 She forgot Pfizer CEO said vaxxxx against omicron would be on market in March,
True	"@o_ocsid @LexRegina72 @JacindaTrump No one can or will force it on children. Get a grip.
Is this the Pfizer CEO you're talking about?
https://t.co/BI7D7WxCVL"
Other	@JacobIsrael71 @Meta @markzukerber_g 👀 watched lex and Mark his responses are just like ceo Pfizer....
False	"Just in case you missed it. Pfizer is talking about a digital pill for Covid.

""Pfizer CEO Albert Bourla says FDA approved a digital pill that contains a microchip… VIDEO""

https://t.co/2GBFtY9Bba"
Other	"Drew Weissman (Pioneer in the development of mRNA vaccines);
Albert Bourla (Chairman and CEO of Pfizer);
Michael Dolsten (Chief “scientific” officer of Pfizer);
Sally Susman (Executive vice president and Chief corporate affairs officer of Pfizer);"
False	@geoff_buxcey Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed. #WorldEconomicForum https://t.co/OeXUjWgN12
False	"Sad part is, millions are already willing to take the #MarkOfTheBeast Look at how fearful and willingly they surrender everything already!
https://t.co/qA3BmBpmAT
@Havenaar64 
@sabine_durden 
@AEM5656 
@BillHall111 
@theoriginalCol 
@AndersonAfDMdEP"
False	"😏  What are we,  Cattle ?  Oh hell no !

Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It! https://t.co/cUBzNl8zAu"
False	"WAKE THE FUK UP PEOPLE!
FREEDOM IS BEING TAKEN AWAY....#IchooseCOVAXIN 
#COVAXIN #OCUGEN #childrens #Covaxinapproval #CovaxinForKids 

Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It! https://t.co/9mh1m30pYW"
False	Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It! https://t.co/8tx6WIUVf6
False	Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It! https://t.co/bREI3nCuG8 OMG...do you think anyone in their right mind would put that pill in their mouth??
False	@RealCandaceO Pfizer CEO has a microchip pill for you 🐁🪤💊👇https://t.co/5mkAetqcew
False	"SICK BASTARDS
https://t.co/MvDC5RDIxh"
False	"@delbigtree Here's Pfizer's BourIa talking about how the new Covid piIIs will have a MICROCHIP IN THE PILL, that will make sure that the person has actually taken it and not lying about it. 
Also note where he is talking about this at the WEF with Klaus Schwab. https://t.co/G5l3IN5xQH"
False	@GBNEWS on now Andrew Eborne just said that we were the first country in the world to have the APPROVED vaccine. It is NOT approved but being used under Emergency Use Authorisation. Also blathering on about first Covid Pill (no doubt with microchip inside). Not good enough.
False	@thehill Did you know that the new pill has a microchip in it and it will transmit as soon as you swallow it per CEO Pfizer  that wrong .
Other	"@aginnt @backtolife_2022 Pfizer CEO Albert Bourla says “Two doses of the vaccine offers very limited protection, if any.”

No politician even knew what to ask?

Now they are prisoners

https://t.co/y2ZhIt11Ir"
Other	"Is #Pfizer CEO Albert Bourla already ""vacationing"" in Greece?
""Albert Bourla is a Greek-American veterinarian and the chairman and chief executive officer of Pfizer, an American pharmaceutical company. He joined the company in 1993."""
False	"Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed. Also states how good it would be for ""compliance""...""you'd know the patient is taking the medicine they should be taking"" #WorldEconomicForum
 https://t.co/6oBywQSDBI"
Other	@FactsATruth @RubinReport How come she’s never bothered to say the now known fact that mRNAs do not prevent transmission? Even the CEO of Pfizer and numerous studies (published in reputable journals like the Lancet) confirm this but we’ve never seen Maddow (and other talking heads) say that, have we?
Other	@unhealthytruth When Pfizer's CEO tweeted out their vaccine stopped transmission by 100%, I knew something shady was up. Nothing is 100%.
Other	@vonderleyen @ZelenskyyUa Did pfizer ceo text you instructions?
False	Pfizer CEO Albert Bourla says FDA approved a digital pill that contains a microchip that transmits information once the person has swallowed. https://t.co/34u6her5Rk
False	"SERIOUSLY,  PHIZER CEO

A COVID PILL WITH A MICROCHIP ???

GUESS THE ANTI VAXXERS ARE CORRECT AGAIN https://t.co/xeMVFN5PP9"
Other	"Targeting the mentally ill is absolutely disgusting. 
Having worked with the hardest to serve- those with schizophrenia &; psychosis, it seems hard to comprehend using this technology to track them. The fear of being tracked by the government is real.  https://t.co/87mXcQpoWh"
False	"This will end badly. “Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed.”

https://t.co/omusbNrjXp"
Other	@4GUYS1TOILET @xenoxxonyxx420 @IAmDalon @historygirl1020 @catturd2 My degree is very visible. lol Where is yours? The CEO of Pfizer is a DVM. I have more credits than Bill Gates and post graduate work to boot. I have nothing to prove to you. I wouldn't have gotten the jobs I landed without one. You want to phish info on me from a troll account?
Other	@StrangerJosh11 Just TODAY our CEO sent ANOTHER email encouraging people to get vaccinated and boosted. As Offit is saying this shit and the Pfizer docs are rolling out, he is still saying go get more mRNA! It seems like a bad time to be promoting mRNA!
False	"Hidden In Plain Sight, [Dec 30, 2021 at 19:02]
🤯THE INSANITY OF WHATS AHEAD!😳🤯😳🤯😳🤯 
Pfizer CEO says FDA approved a digital pill that contains a microchip that transmits information once swallowed.

https://t.co/KlU78y16IT https://t.co/NiD5hf4PNn"
Other	"@politicalawake Fun Fact: Did you know that James Quincey, the Chairman and CEO of The Coca-Cola Company, is on the Board of Directors of Pfizer?

https://t.co/QjnYKJNadV"
Other	@afshineemrani Because the Pfizer CEO will be dead and gone by then
False	@mamorris777 The CEO of pfizer talked about a pill with a microchip inside of it that allows them to track your medication intake no thanks. I won't even take advil anymore..
False	"Hospital CEO urges approval of Pfizer's antiviral pill | CTV News

The one the FDA approved that has a microchip in it? No thanks 

https://t.co/aBiyrPzGPh https://t.co/dfloNWRQAM"
False	Pfizer CEO talks about a pill that will put the microchip in your body https://t.co/bQoSaKmJzv
True	"FactCheck:
Pfizer CEO DID NOT Say Company's COVID-19 Treatment Pill Will Contain Microchip

This is all just AntiVaxxer Fantasies. 

#FakeNewsAlert #FactsMatter #Facts 
https://t.co/ri0U5lMYqs"
False	@DonaldJTrumpJr Just a heads up the CEO of Pfizer said the new covid pill will have a microchip in ot and it will transmit as soon as you swallow the pill .
Other	@vonderleyen You are a complete failure. Where are your text messages you’ve send to ceo of pfizer ???  How long will the eu people keep dealing with the constant nonsese you speak? When will you be thrown for a tribunal? That day we will trow a big pafty 🤡👎
False	"Oh great, compliance with medical tyranny just got better. 

Microchip in your pill.

These are some seriously evil creeps who, having tasted blood with Covid, now want total control as they go in for the kill.

Is there not a sane political leader left?
https://t.co/b5uQlmqZbl"
False	"More CORRUPTION

PHIZER EARNS 37 BILLION LAST YEAR

PHIZER CEO ADMITS FIRST 2 VACCINES ONLY 10 % EFFECTIVE

CEO OF PHIZER ANNOUNCES A NEW COVID PILL WITH A MICROCHIP

MEANWHILE THE USA LIVES STRONG AND FREE https://t.co/Kz5qpEq3PC"
